input.bodyId	input.name	input.type	GFInput.Classification	weight	output.bodyId	output.name	output.type	GFInput.Classification2
5813053860	PVLP001_L?		type 19	1	2222414812			Anterior type 3
5813053860	PVLP001_L?		type 19	10	947590512	put_ADL01a(LBDL2)_R	put_ADL01a	type 12
5813053860	PVLP001_L?		type 19	3	1628291400	put_AVL05j(aVLPT2)_R	put_AVL05j	type 5
5813053860	PVLP001_L?		type 19	27	1629996612	put_AVL05w(aVLPT2)_R	put_AVL05w	type 62
5813053860	PVLP001_L?		type 19	1	1500598873	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	5813022764	put_ADL12gA(dAOTU1)_R	put_ADL12gA	type 1
5813053860	PVLP001_L?		type 19	6	5813027282			Anterior type 3
5813053860	PVLP001_L?		type 19	63	5813023322	put_PVL15q(LEF)_R	put_PVL15q	DNp06
5813053860	PVLP001_L?		type 19	9	1073428001			type 4
5813053860	PVLP001_L?		type 19	2	5813057178	put_PVL15q(LEF)_R	put_PVL15q	type 119
5813053860	PVLP001_L?		type 19	1	1750721034	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
5813053860	PVLP001_L?		type 19	1	1814846802	put_PVL05od(PLPF2)_R	put_PVL05od	type 64
5813053860	PVLP001_L?		type 19	8	5813027278	put_AVL24c(lVLPT5)_R	put_AVL24c	type 79
5813053860	PVLP001_L?		type 19	2	5813050827	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	3	1627643971	put_PVM01z(pCF1)_R	put_PVM01z	type 56
5813053860	PVLP001_L?		type 19	3	1530636214	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	1876492837	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	6	1497973422	put_PVL05oc(PLPF2)_R	put_PVL05oc	GCI
5813053860	PVLP001_L?		type 19	2	1134146373	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
5813053860	PVLP001_L?		type 19	23	1631019730	put_AVL05w(aVLPT2)_R	put_AVL05w	type 5
5813053860	PVLP001_L?		type 19	1	1288650927			type 3
5813053860	PVLP001_L?		type 19	2	1254331599			type 2
5813053860	PVLP001_L?		type 19	2	1845453234	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	1844750081	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	1815480848	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	2	1815126433	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	2	1815126312	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	2222370777			type 31
5813053860	PVLP001_L?		type 19	1	1813403953	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	1809614687	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	34	5813065458	put_AVL05w(aVLPT2)_R	put_AVL05w	type 5
5813053860	PVLP001_L?		type 19	1	2219650933	put_AVL01oj(aVLPT3)_R	put_AVL01oj	type 93
5813053860	PVLP001_L?		type 19	1	1443450601	put_AVM11h(aVT2)_R	put_AVM11h	type 4
5813053860	PVLP001_L?		type 19	1	1783051753	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	1627131491	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	1533683889	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	4	5813034529	put_AVL14b(AVF10)_R	put_AVL14b	type 31
5813053860	PVLP001_L?		type 19	1	1467548306	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	5813034151	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	1347642883	put_PVM01ou(pCF1)_R	put_PVM01ou	type 6
5813053860	PVLP001_L?		type 19	1	1437850908	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	1407179534	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	6	1343749180	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	5813046478	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	1221971218	LPLC2(PLBDL1)_R	LPLC2	LPLC2
5813053860	PVLP001_L?		type 19	1	1540216055	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
5813053860	PVLP001_L?		type 19	1	1722764125			Anterior type 1
5813053860	PVLP001_L?		type 19	1	5813070019	put_PVL05oc(PLPF2)_R	put_PVL05oc	GCI
5813053860	PVLP001_L?		type 19	13	1506382974			type 2
5813053860	PVLP001_L?		type 19	1	5813050787	Axon(GC)		GCI
5813053860	PVLP001_L?		type 19	1	2065132470			Anterior type 1
5813053860	PVLP001_L?		type 19	1	1252548351			Misc - posterior
5813053860	PVLP001_L?		type 19	4	1566247458			type 10
5813053860	PVLP001_L?		type 19	2	1691742475			type 58
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1166186949	put_PVL05v(PLPF2)_R		type 10
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	796733478	put_PVL05g(PLPF2)_R	put_PVL05g	type 63
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	4	1134107162	put_PVM09h(MEF1)_R	put_PVM09h	type 108
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	3	5813021583	put_AVL06s(AEF4)_R	put_AVL06s	type 59
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	792326206	put_ADL26i(hLHT5)_R	put_ADL26i	type 123
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1565569898	put_AVL01ok(aVLPT3)_R	put_AVL01ok	new type 8
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	642262407	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	9	5813024015	put_PVL15e(LEF)_R	put_PVL15e	DNp02
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1664097010	put_AVM12d(AMVF2)_R	put_AVM12d	type 8
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1321564092	put_ADL01d(LBDL2)_R	put_ADL01d	type 130
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1135441187	put_ADL26j(hLHT5)_R	put_ADL26j	type 122
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1809264255	LC4	LC4	LC4
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	6	1411737459	put_ADL28c(aSIP2)_R	put_ADL28c	type 131
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1633686836	put_AVM08c(aVT1)_R	put_AVM08c	type 28
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1691310419	put_AVL05r(aVLPT2)_R	put_AVL05r	type 5
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	5813063093	put_PVL10n(PLBDL2)_R	put_PVL10n	type 81
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	3	1103102334	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	2316502686			Anterior type 3
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1630678924	put_AVL05j(aVLPT2)_R	put_AVL05j	type 57
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	10	5813023322	put_PVL15q(LEF)_R	put_PVL15q	DNp06
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1876902545	LC4	LC4	LC4
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	35	5813057178	put_PVL15q(LEF)_R	put_PVL15q	type 119
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1719643238	put_PDL09t(PLPF1)_R	put_PDL09t	type 70
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	5813034529	put_AVL14b(AVF10)_R	put_AVL14b	type 31
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	5813068559	put_AVL19c(AVF5)_R	put_AVL19c	type 78
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	5812993692	LC4	LC4	LC4
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	5	5813070019	put_PVL05oc(PLPF2)_R	put_PVL05oc	GCI
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	5813068925	put_AVL10j(LLEA)_R	put_AVL10j	type 71
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1728536671			Anterior type 2
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1970698685	put_AVM12g(AMVF2)_R	put_AVM12g	type 29
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	5901219755			type 24
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1937875810	LC4	LC4	LC4
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	3	1497973422	put_PVL05oc(PLPF2)_R	put_PVL05oc	GCI
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1849559181			type 23
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1320290839	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	4	5813021112	put_PVL05y(PLPF2)_R	put_PVL05y	type 111
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1375845363	put_PDL09oa(PLPF1)_R	put_PDL09oa	type 70
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1877930505	LC4	LC4	LC4
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1346900360	put_AVL01j(aVLPT3)_R	put_AVL01j	new type 7
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	4	5813023617	put_AVL05j(aVLPT2)_R	put_AVL05j	type 57
5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19	1	1501111926	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
1068885266	PVLP001_R	PVLP001	type 19	8	1166186949	put_PVL05v(PLPF2)_R		type 10
1068885266	PVLP001_R	PVLP001	type 19	1	5813077633	put_PVL03oi(PLPF4)_R	put_PVL03oi	new type 23
1068885266	PVLP001_R	PVLP001	type 19	1	792326206	put_ADL26i(hLHT5)_R	put_ADL26i	type 123
1068885266	PVLP001_R	PVLP001	type 19	5	1070950293	PVLP001_R	PVLP001	type 19
1068885266	PVLP001_R	PVLP001	type 19	3	1318114681			type 18
1068885266	PVLP001_R	PVLP001	type 19	1	1906159299	LC4	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	1	5813054384	put_PDM28n(aPBB)_R	put_PDM28n	new type 17
1068885266	PVLP001_R	PVLP001	type 19	2	675490252	put_ADM01c(SMPF)_R	put_ADM01c	type 72
1068885266	PVLP001_R	PVLP001	type 19	1	5813039148			type 125
1068885266	PVLP001_R	PVLP001	type 19	1	5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19
1068885266	PVLP001_R	PVLP001	type 19	12	1628973439	PVLP001_L?		type 67
1068885266	PVLP001_R	PVLP001	type 19	1	1813256823			type 30
1068885266	PVLP001_R	PVLP001	type 19	1	1715459859	LC4	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	1	5813053860	PVLP001_L?		type 19
1068885266	PVLP001_R	PVLP001	type 19	1	1441598865	LPLC2(PLBDL1)_R	LPLC2	LPLC2
1068885266	PVLP001_R	PVLP001	type 19	1	5813057178	put_PVL15q(LEF)_R	put_PVL15q	type 119
1068885266	PVLP001_R	PVLP001	type 19	1	1876894387	LC4	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	1	1688505620	LC4	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	1	5901215446	LC4	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	1	1281303666	LC4	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	1	5813023322	put_PVL15q(LEF)_R	put_PVL15q	DNp06
1068885266	PVLP001_R	PVLP001	type 19	2	5813000577	LC4	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	1	1876898200	LC4(lVLPT8)_R	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	1	1907156409	LC4	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	1	1814781628	LPLC2	LPLC2	LPLC2
1068885266	PVLP001_R	PVLP001	type 19	2	1907933561	LC4	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	3	1073428001			type 4
1068885266	PVLP001_R	PVLP001	type 19	1	5813055129	LC4	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	1	1814426918	LPLC2	LPLC2	LPLC2
1068885266	PVLP001_R	PVLP001	type 19	1	1907169406	LC4	LC4	LC4
1068885266	PVLP001_R	PVLP001	type 19	1	1506382974			type 2
1068885266	PVLP001_R	PVLP001	type 19	1	1625080038	LC4	LC4	LC4
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	3	883514695	put_PDM26s(iPB6)_R	put_PDM26s	new type 10
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	796733478	put_PVL05g(PLPF2)_R	put_PVL05g	type 63
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	5	829542849	put_ADM01c(SMPF)_R	put_ADM01c	type 72
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	4	947590512	put_ADL01a(LBDL2)_R	put_ADL01a	type 12
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	2	736877989	put_ADM01gB(SMPF)_R	put_ADM01gB	type 13
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	1254331599			type 2
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	24	947582284	put_PVL15y(LEF)_R	put_PVL15y	type 83
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	5812991413			new type 21
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	6	675490252	put_ADM01c(SMPF)_R	put_ADM01c	type 72
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	885168486	put_ADL02v(hLHT1)_R	put_ADL02v	type 65
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	6	1069352248	put_AVL06a(AEF4)_R	put_AVL06a	type 12
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	8	517086196	put_AVL27d(aAVLP2)_R	put_AVL27d	type 82
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	5813057178	put_PVL15q(LEF)_R	put_PVL15q	type 119
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	4	852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	4	821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	4	736433303	put_PDM22m(iPB7)_R	put_PDM22m	new type 6
914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	2	1750721034	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	829542849	put_ADM01c(SMPF)_R	put_ADM01c	type 72
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	2	1594562431			type 4
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	3	914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	35	947582284	put_PVL15y(LEF)_R	put_PVL15y	type 83
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	4	736433303	put_PDM22m(iPB7)_R	put_PDM22m	new type 6
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	10	675490252	put_ADM01c(SMPF)_R	put_ADM01c	type 72
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	1037972384	put_PVM01or(pCF1)_R	put_PVM01or	type 6
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	885168486	put_ADL02v(hLHT1)_R	put_ADL02v	type 65
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	2	517086196	put_AVL27d(aAVLP2)_R	put_AVL27d	type 82
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	5813021112	put_PVL05y(PLPF2)_R	put_PVL05y	type 111
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	1100041650	put_ADM01d(SMPF)_R	put_ADM01d	type 72
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	947590512	put_ADL01a(LBDL2)_R	put_ADL01a	type 12
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	1073428001			type 4
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	5	1069352248	put_AVL06a(AEF4)_R	put_AVL06a	type 12
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	1102412245			type 2
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	5813055222	put_AVL01lb(aVLPT3)_R	put_AVL01lb	type 9
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	1506382974			type 2
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	3	852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20
821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20	1	5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	1	883514695	put_PDM26s(iPB6)_R	put_PDM26s	new type 10
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	9	829542849	put_ADM01c(SMPF)_R	put_ADM01c	type 72
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	3	914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	30	947582284	put_PVL15y(LEF)_R	put_PVL15y	type 83
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	1	642262407	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	7	736433303	put_PDM22m(iPB7)_R	put_PDM22m	new type 6
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	1	675490252	put_ADM01c(SMPF)_R	put_ADM01c	type 72
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	1	1040013335	put_PDL18od(pLH1)_R	put_PDL18od	new type 9
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	10	947590512	put_ADL01a(LBDL2)_R	put_ADL01a	type 12
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	1	801257348	put_ADL25iB(dlEA)_R	put_ADL25iB	new type 4
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	7	1069352248	put_AVL06a(AEF4)_R	put_AVL06a	type 12
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	1	736877989	put_ADM01gB(SMPF)_R	put_ADM01gB	type 13
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	3	852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20
5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	3	821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	5	829542849	put_ADM01c(SMPF)_R	put_ADM01c	type 72
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	2	1040004619	put_PVL15h(LEF)_R	put_PVL15h	type 109
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	3	947582284	put_PVL15y(LEF)_R	put_PVL15y	type 83
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	16	736433303	put_PDM22m(iPB7)_R	put_PDM22m	new type 6
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	5	675490252	put_ADM01c(SMPF)_R	put_ADM01c	type 72
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	7	1040013335	put_PDL18od(pLH1)_R	put_PDL18od	new type 9
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	2	5813063093	put_PVL10n(PLBDL2)_R	put_PVL10n	type 81
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	1	5812980291	put_PVL05d(PLPF2)_R	put_PVL05d	type 18
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	1	856886459	put_ADM01k(SMPF)_R	put_ADM01k	type 72
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	1	1320290839	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	1	1100041650	put_ADM01d(SMPF)_R	put_ADM01d	type 72
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	16	947590512	put_ADL01a(LBDL2)_R	put_ADL01a	type 12
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	11	801257348	put_ADL25iB(dlEA)_R	put_ADL25iB	new type 4
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	9	1069352248	put_AVL06a(AEF4)_R	put_AVL06a	type 12
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	3	1750721034	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	1	5812987602	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	2	821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20
852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20	6	5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	8	1166186949	put_PVL05v(PLPF2)_R		type 10
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	4	1601711357	put_PVL06e(PLPF3)_R	put_PVL06e	new type 2
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	9	1040004619	put_PVL15h(LEF)_R	put_PVL15h	type 109
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	2	454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	13	829162792	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	6	1565569898	put_AVL01ok(aVLPT3)_R	put_AVL01ok	new type 8
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	1722708360	put_AVL05w(aVLPT2)_R	put_AVL05w	type 62
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	3	2066509864	put_AVM12d(AMVF2)_R	put_AVM12d	type 8
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	1383383062	put_AVL03oc(hVLPF1)_R	put_AVL03oc	type 22
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	36	5813024015	put_PVL15e(LEF)_R	put_PVL15e	DNp02
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	4	1664097010	put_AVM12d(AMVF2)_R	put_AVM12d	type 8
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	7	1070950293	PVLP001_R	PVLP001	type 19
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	1251032454	put_PVL11d(PLPF5)_R	put_PVL11d	type 15
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	1573336031	put_ADL26m(hLHT5)_R	put_ADL26m	type 86
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	3	2253750781			type 41
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	1037972384	put_PVM01or(pCF1)_R	put_PVM01or	type 6
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	1570565128	put_AVL05r(aVLPT2)_R	put_AVL05r	type 68
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	5813018687			Anterior type 3
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	1384712714	put_AVL05r(aVLPT2)_R	put_AVL05r	type 5
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	2	1411737459	put_ADL28c(aSIP2)_R	put_ADL28c	type 131
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	3	5813055439	put_AVL15a(vent1)_R	put_AVL15a	type 24
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	2	1322984572	put_AVL02i(AVF1)_R	put_AVL02i	type 88
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	5813027081			Anterior type 3
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	5	1594795610	put_PVL07h(PLPF10)_R	put_PVL07h	type 69
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	2	1568561101	put_AVL05i(aVLPT2)_R	put_AVL05i	type 58
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	5812992706	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	2	2157206476	put_AVL15a(vent1)_R	put_AVL15a	Anterior type 3
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	1691310419	put_AVL05r(aVLPT2)_R	put_AVL05r	type 5
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	4	1598296804	put_AVL05j(aVLPT2)_R	put_AVL05j	type 58
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	11	5812990292	put_AVL05g(aVLPT2)_R	put_AVL05g	type 58
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	8	1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	3	1103102334	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	1535791554			new type 3
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	2	1072059176	put_PVL15i(LEF)_R	put_PVL15i	type 3
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	2	1691405824	put_AVM12d(AMVF2)_R	put_AVM12d	type 8
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	6	5813021112	put_PVL05y(PLPF2)_R	put_PVL05y	type 111
5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21	1	5813023617	put_AVL05j(aVLPT2)_R	put_AVL05j	type 57
