input.bodyId	input.name	input.type	GFInput.Classification	weight	output.bodyId	output.name	output.type	GFInput.Classification2
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1166186949	put_PVL05v(PLPF2)_R		type 10
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1375224269	put_AVL04k(lVLPT1)_R	put_AVL04k	new type 12
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	673772212	put_ADM01k(SMPF)_R	put_ADM01k	type 72
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	7	729621875	put_ADL02v(hLHT1)_R	put_ADL02v	type 65
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1134107162	put_PVM09h(MEF1)_R	put_PVM09h	type 108
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	3	829542849	put_ADM01c(SMPF)_R	put_ADM01c	type 72
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1601711357	put_PVL06e(PLPF3)_R	put_PVL06e	new type 2
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1594562431			type 4
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	5	454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	9	829162792	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	3	5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	642262407	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	14	5813024015	put_PVL15e(LEF)_R	put_PVL15e	DNp02
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	22	736433303	put_PDM22m(iPB7)_R	put_PDM22m	new type 6
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1321564092	put_ADL01d(LBDL2)_R	put_ADL01d	type 130
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	5813021922	SCL-AVLP_R_001		type 73
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	4	1318114681			type 18
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1135441187	put_ADL26j(hLHT5)_R	put_ADL26j	type 122
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	675490252	put_ADM01c(SMPF)_R	put_ADM01c	type 72
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	52	885168486	put_ADL02v(hLHT1)_R	put_ADL02v	type 65
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	51	1411737459	put_ADL28c(aSIP2)_R	put_ADL28c	type 131
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	8	1040013335	put_PDL18od(pLH1)_R	put_PDL18od	new type 9
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1568561101	put_AVL05i(aVLPT2)_R	put_AVL05i	type 58
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	5	5813063093	put_PVL10n(PLBDL2)_R	put_PVL10n	type 81
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1598296804	put_AVL05j(aVLPT2)_R	put_AVL05j	type 58
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5812980291	put_PVL05d(PLPF2)_R	put_PVL05d	type 18
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1254331599			type 2
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5901219755			type 24
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1998922583	LC4	LC4	LC4
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	2316502686			Anterior type 3
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1628291400	put_AVL05j(aVLPT2)_R	put_AVL05j	type 5
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	7	5813013830			type 26
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1628641065			Bilateral tract
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1877217777	LC4	LC4	LC4
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	4	642263196	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1822659562			Anterior type 2
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	2126857473	put_AVL15c(vent1)_R	put_AVL15c	type 33
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	4	1134146373	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1073729578	put_PVL06v(PLPF3)_R	put_PVL06v	type 27
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	2002406419			type 31
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813022764	put_ADL12gA(dAOTU1)_R	put_ADL12gA	type 1
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1320290839	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	5	1073428001			type 4
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1972032140	put_AVM08c(aVT1)_R	put_AVM08c	type 28
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	2095498288	put_AVL15a(vent1)_R	put_AVL15a	type 24
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	11	5813070019	put_PVL05oc(PLPF2)_R	put_PVL05oc	GCI
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	49	5813023322	put_PVL15q(LEF)_R	put_PVL15q	DNp06
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	7	1102412245			type 2
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1840636280	LC4	LC4	LC4
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	9	1814841869	put_PVL05of(PLPF2)_R	put_PVL05of	type 64
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1506382974			type 2
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	3	2126296267	put_AVM21f(AMVF1)_R	put_AVM21f	type 2
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	5	5813057178	put_PVL15q(LEF)_R	put_PVL15q	type 119
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1970698685	put_AVM12g(AMVF2)_R	put_AVM12g	type 29
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	8	5813021112	put_PVL05y(PLPF2)_R	put_PVL05y	type 111
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1876907399			Anterior type 1
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1072059176	put_PVL15i(LEF)_R	put_PVL15i	type 3
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813090649	put_AVL01lb(aVLPT3)_R	put_AVL01lb	type 9
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	2121711447	LC4	LC4	LC4
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	5813056435			type 116
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813063231			Anterior type 3
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	2284777374			Anterior type 3
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	5	829155062	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	3	2065158506	put_AVL15c(vent1)_R	put_AVL15c	type 24
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	2312061045			Anterior type 3
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	2188590741	put_AVL15b(vent1)_R	put_AVL15b	type 33
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	14	1497973422	put_PVL05oc(PLPF2)_R	put_PVL05oc	GCI
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	2032760275	put_AVL15c(vent1)_R	put_AVL15c	type 24
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1813206171	put_AVM12g(AMVF2)_R	put_AVM12g	type 29
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1849559181			type 23
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	7	5813054797	put_PVL05of(PLPF2)_R	put_PVL05of	type 64
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1971039570			type 29
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	5813068559	put_AVL19c(AVF5)_R	put_AVL19c	type 78
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	2034123290			Anterior type 1
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	821729208	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1813900946	put_AVM12g(AMVF2)_R	put_AVM12g	type 29
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	11	1750721034	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	3	5813027282			Anterior type 3
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	5813069377	LC4	LC4	LC4
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1540216055	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1381389069			GCI
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	5	801257348	put_ADL25iB(dlEA)_R	put_ADL25iB	new type 4
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1937875810	LC4	LC4	LC4
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	3	5813023617	put_AVL05j(aVLPT2)_R	put_AVL05j	type 57
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1970025313	(AMVF2)_L?		type 30
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1507834915	put_AVL05g(aVLPT2)_R	put_AVL05g	type 58
1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	11	517086196	put_AVL27d(aAVLP2)_R	put_AVL27d	type 82
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	26	729621875	put_ADL02v(hLHT1)_R	put_ADL02v	type 65
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	3	1134107162	put_PVM09h(MEF1)_R	put_PVM09h	type 108
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813021583	put_AVL06s(AEF4)_R	put_AVL06s	type 59
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	5813013830			type 26
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	17	801257348	put_ADL25iB(dlEA)_R	put_ADL25iB	new type 4
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813027282			Anterior type 3
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1814841869	put_PVL05of(PLPF2)_R	put_PVL05of	type 64
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1443450601	put_AVM11h(aVT2)_R	put_AVM11h	type 4
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	642262407	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1822659562			Anterior type 2
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1598296804	put_AVL05j(aVLPT2)_R	put_AVL05j	type 58
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813083315			type 52
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1037972384	put_PVM01or(pCF1)_R	put_PVM01or	type 6
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	3	829162792	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1197455268			type 104
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813069594	put_PVL07g(PLPF10)_R	put_PVL07g	type 69
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	4	829155062	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813063231			Anterior type 3
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1691742201			type 58
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	11	1497973422	put_PVL05oc(PLPF2)_R	put_PVL05oc	GCI
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1135441187	put_ADL26j(hLHT5)_R	put_ADL26j	type 122
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	2126296267	put_AVM21f(AMVF1)_R	put_AVM21f	type 2
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	642263196	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1506382974			type 2
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1970025313	(AMVF2)_L?		type 30
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	30	5813021112	put_PVL05y(PLPF2)_R	put_PVL05y	type 111
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	5813057178	put_PVL15q(LEF)_R	put_PVL15q	type 119
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1877217777	LC4	LC4	LC4
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	12	1750721034	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1288650927			type 3
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1134819586	put_AVL01lb(aVLPT3)_R	put_AVL01lb	type 9
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	23	1411737459	put_ADL28c(aSIP2)_R	put_ADL28c	type 131
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	5813063093	put_PVL10n(PLBDL2)_R	put_PVL10n	type 81
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	644455092	put_ADM01f(SMPF)_R	put_ADM01f	type 13
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813021922	SCL-AVLP_R_001		type 73
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1040013335	put_PDL18od(pLH1)_R	put_PDL18od	new type 9
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	24	885168486	put_ADL02v(hLHT1)_R	put_ADL02v	type 65
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1594795610	put_PVL07h(PLPF10)_R	put_PVL07h	type 69
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1787541322			Anterior type 2
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813050499	put_ADL26g(hLHT5)_R	put_ADL26g	new type 11
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	10	5813022764	put_ADL12gA(dAOTU1)_R	put_ADL12gA	type 1
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813068559	put_AVL19c(AVF5)_R	put_AVL19c	type 78
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	5	5812987602	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1813256823			type 30
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1501111926	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	947582284	put_PVL15y(LEF)_R	put_PVL15y	type 83
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1663021115			type 80
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5812980291	put_PVL05d(PLPF2)_R	put_PVL05d	type 18
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813034529	put_AVL14b(AVF10)_R	put_AVL14b	type 31
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	42	5813023322	put_PVL15q(LEF)_R	put_PVL15q	DNp06
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813024035	put_AVL05k(aVLPT2)_R	put_AVL05k	type 21
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	2096525840			Anterior type 2
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	10	736433303	put_PDM22m(iPB7)_R	put_PDM22m	new type 6
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	2406162924			type 24
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	1318114681			type 18
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1691405824	put_AVM12d(AMVF2)_R	put_AVM12d	type 8
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	5813027278	put_AVL24c(lVLPT5)_R	put_AVL24c	type 79
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	5813070019	put_PVL05oc(PLPF2)_R	put_PVL05oc	GCI
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	7	1134146373	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
454347237	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	2	517086196	put_AVL27d(aAVLP2)_R	put_AVL27d	type 82
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	3	1166186949	put_PVL05v(PLPF2)_R		type 10
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	673772212	put_ADM01k(SMPF)_R	put_ADM01k	type 72
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	729621875	put_ADL02v(hLHT1)_R	put_ADL02v	type 65
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	4	1134107162	put_PVM09h(MEF1)_R	put_PVM09h	type 108
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	7	829542849	put_ADM01c(SMPF)_R	put_ADM01c	type 72
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1040004619	put_PVL15h(LEF)_R	put_PVL15h	type 109
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	5813021583	put_AVL06s(AEF4)_R	put_AVL06s	type 59
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	3	1594562431			type 4
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	6	914850280	put_PDM10e(pSIPB2)_R	put_PDM10e	type 20
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	792326206	put_ADL26i(hLHT5)_R	put_ADL26i	type 123
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	2	829162792	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	2	1254331599			type 2
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1346560069	put_AVL01j(aVLPT3)_R	put_AVL01j	type 120
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	6	829155062	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	2	675490252	put_ADM01c(SMPF)_R	put_ADM01c	type 72
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	7	1750721034	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	3	1103102334	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1040013335	put_PDL18od(pLH1)_R	put_PDL18od	new type 9
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	10	885168486	put_ADL02v(hLHT1)_R	put_ADL02v	type 65
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	10	1134146373	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	2	5813054376	put_AVL10k(LLEA)_R	put_AVL10k	type 19
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1072059176	put_PVL15i(LEF)_R	put_PVL15i	type 3
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	6	736433303	put_PDM22m(iPB7)_R	put_PDM22m	new type 6
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	6	5813022764	put_ADL12gA(dAOTU1)_R	put_ADL12gA	type 1
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	4	5813023617	put_AVL05j(aVLPT2)_R	put_AVL05j	type 57
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1815947603			type 2
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	17	5813057178	put_PVL15q(LEF)_R	put_PVL15q	type 119
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	8	517086196	put_AVL27d(aAVLP2)_R	put_AVL27d	type 82
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1381389069			GCI
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	5	1288650927			type 3
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	3	1102761868	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	5	642262407	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1573336031	put_ADL26m(hLHT5)_R	put_ADL26m	type 86
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	2	1597287219			type 91
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	2126296267	put_AVM21f(AMVF1)_R	put_AVM21f	type 2
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	4	5813021112	put_PVL05y(PLPF2)_R	put_PVL05y	type 111
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1501111926	put_PVM01oq(pCF1)_R	put_PVM01oq	type 6
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	2	644455092	put_ADM01f(SMPF)_R	put_ADM01f	type 13
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1135441187	put_ADL26j(hLHT5)_R	put_ADL26j	type 122
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1629996612	put_AVL05w(aVLPT2)_R	put_AVL05w	type 62
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1691310419	put_AVL05r(aVLPT2)_R	put_AVL05r	type 5
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	2	5813010391	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	5	947582284	put_PVL15y(LEF)_R	put_PVL15y	type 83
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	74	1411737459	put_ADL28c(aSIP2)_R	put_ADL28c	type 131
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	2	1102412245			type 2
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	7	5813023322	put_PVL15q(LEF)_R	put_PVL15q	DNp06
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	2	5813021922	SCL-AVLP_R_001		type 73
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	16	1073428001			type 4
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	852763122	put_PDM10gB(pSIPB2)_R	put_PDM10gB	type 20
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1566247458			type 10
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	2	947590512	put_ADL01a(LBDL2)_R	put_ADL01a	type 12
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	5	5813027235	put_AVL03of(hVLPF1)_R	put_AVL03of	type 22
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	2	727302430	put_PDM12oe(pSM2)_R	put_PDM12oe	type 84
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1568561101	put_AVL05i(aVLPT2)_R	put_AVL05i	type 58
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	15	1506382974			type 2
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	5	1347642883	put_PVM01ou(pCF1)_R	put_PVM01ou	type 6
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	5813056435			type 116
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1073729578	put_PVL06v(PLPF3)_R	put_PVL06v	type 27
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	1417768398	put_AVL05n(aVLPT2)_R	put_AVL05n	new type 1
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	3	1320290839	put_PVL05v(PLPF2)_R	put_PVL05v	type 10
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	3	642263196	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1
5812983519	put_ADL12f(dAOTU1)_R	put_ADL12f	type 1	1	5813054384	put_PDM28n(aPBB)_R	put_PDM28n	new type 17
829162792	put_ADL12m(dAOTU1)_R	put_ADL12m	type 1	1	1166186949	put_PVL05v(PLPF2)_R		type 10
